"","x"
"1552993_at",0
"1552995_at",0.291181118279143
"1552997_a_at",0.00603240159588747
"1552998_at",0.25885522267786
"1552999_a_at",-0.574472485808749
"1553002_at",0.0767736974433646
"1553003_at",0.0677377590061354
"1553004_at",0.158564910257992
"1553006_at",-0.115245355834617
"1553007_a_at",0.0691539969992303
"1553009_s_at",0.386458834034507
"1553011_at",0.37657592020739
"1553013_at",0.0586819422976252
"1553015_a_at",0.197296479038391
"1553016_at",0.182752416123235
"1553019_at",0.0880993842642201
"1553020_at",0.0581743877505012
"1553021_s_at",0.176466295854602
"1553022_at",-0.0988924179096793
"1553023_a_at",0.0224697042197475
"1553024_at",0.00203360419188714
"1553025_at",0.202793230009591
"1553027_a_at",-0.0844885347652289
"1553028_at",0.262734009683723
"1553030_a_at",-0.0649596448747847
"1553031_at",-0.223243617919305
"1553032_at",-0.0720616433053074
"1553033_at",-0.213733634586128
"1553034_at",-0.0241891430934036
"1553036_at",0.0507032551735427
"1553037_a_at",-0.181030596558289
"1553039_a_at",0.13644054568806
"1553041_at",0.17335612764001
"1553042_a_at",-0.126505769157853
"1553043_a_at",-0.224647403698076
"1553044_at",0.0562216387862442
"1553045_at",0.0341696160382288
"1553046_s_at",0.175325798298902
"1553047_at",0.224510472804934
"1553048_a_at",0.110938823379084
"1553051_s_at",0.318130997759759
"1553052_at",0.0195126266879888
"1553053_at",0.172370716971545
"1553055_a_at",0.066348022768306
"1553057_at",0.268024809539092
"1553058_at",0.142487950128108
"1553059_at",0.0318650417022917
"1553060_at",0.382590909544582
"1553061_at",0.132480331845766
"1553062_at",0.232621015223687
"1553063_at",-0.14889161274408
"1553064_at",0.0906998911834513
"1553066_at",-0.18539879036392
"1553067_a_at",0.0329501479073939
"1553069_at",-0.0180319544087588
"1553070_a_at",-0.102735729000451
"1553071_a_at",0.321923209659906
"1553072_at",-0.0823175641683282
"1553074_at",-0.0297745166012193
"1553075_a_at",-0.076988743417298
"1553076_at",0.113226879680221
"1553077_at",0
"1553078_at",0.0076629654129734
"1553079_at",0.152224658896451
"1553080_at",0.131396427759822
"1553081_at",0.283429937243836
"1553082_at",-0.112364002949399
"1553083_at",0.110128817835182
"1553084_at",0.0196656629361347
"1553086_at",0.363612487564893
"1553087_at",-0.0182289379699925
"1553088_a_at",0.204307800290354
"1553089_a_at",0.188782808057737
"1553093_a_at",-0.158087241763281
"1553094_at",-0.0209653001622749
"1553096_s_at",0.00211204665924214
"1553099_at",0.234017185123892
"1553101_a_at",0.249617297865878
"1553102_a_at",-0.245585690394751
"1553103_at",-0.234101375576472
"1553105_s_at",-0.138425816271241
"1553106_at",-0.0358682467648359
"1553107_s_at",0.0338148269824572
"1553108_at",-0.110004833435928
"1553111_a_at",0.254936125789527
"1553112_s_at",0.215009474654021
"1553113_s_at",0.103528636359407
"1553114_a_at",-0.275444143811366
"1553115_at",0.0454946004540311
"1553117_a_at",-0.0203284252132754
"1553118_at",0.12716630977703
"1553120_at",0.545910044053647
"1553122_s_at",-0.0165488847901401
"1553123_at",-0.0467291715030549
"1553125_x_at",-0.0172780366466903
"1553126_a_at",-0.105131656274536
"1553127_a_at",-0.00540249105552704
"1553129_at",0.276319523375144
"1553130_at",0.234001043165941
"1553131_a_at",0.230804715651542
"1553132_a_at",-0.151417122227246
"1553133_at",-0.3133566845735
"1553134_s_at",-0.0746340654453603
"1553136_at",-0.000392917420848349
"1553137_s_at",-0.104416073616278
"1553138_a_at",0.221815951825838
"1553139_s_at",-0.183454557986174
"1553140_at",-0.280058458713785
"1553141_at",0.240196422590276
"1553142_at",0.165318213579281
"1553145_at",-0.196678848692762
"1553146_at",-0.16895877390606
"1553147_at",0.0321231703222074
"1553148_a_at",-0.0332593408514761
"1553150_at",-0.158850695758618
"1553151_at",-0.454842029466666
"1553153_at",-0.310314550703041
"1553155_x_at",-0.155512442464933
"1553156_at",0.215585848168301
"1553157_at",-0.158887894860555
"1553158_at",-0.251665213459907
"1553159_at",0.455713725117512
"1553162_x_at",0.0580003641097759
"1553163_at",-0.0968159255056156
"1553165_at",-0.0507792141801202
"1553166_at",-0.00827139864984616
"1553167_a_at",-0.126605241687362
"1553168_at",-0.0624900175758238
"1553169_at",0.261657574167789
"1553171_x_at",-0.0432981133407857
"1553172_at",-0.00662656447267906
"1553174_at",-0.0127186362597156
"1553175_s_at",-0.0991566758724396
"1553176_at",-0.203131583898395
"1553177_at",-0.104383017372546
"1553178_a_at",0.204643964110356
"1553179_at",-0.0793698863357233
"1553180_at",-0.0482455363221372
"1553181_at",0.106857751851372
"1553183_at",-0.048019668268934
"1553185_at",-0.304933585566809
"1553186_x_at",-0.321068878470998
"1553188_s_at",-0.0118544811264631
"1553190_s_at",0.220533338132674
"1553191_at",-0.0988319809184233
"1553192_at",-0.144403391067999
"1553193_at",-0.165356787781837
"1553194_at",-0.221848768230385
"1553196_a_at",-0.00686073791673447
"1553197_at",-0.0752615829789876
"1553199_at",0.0467740957780267
"1553202_at",-0.0642707566608158
"1553204_at",-0.0230166454010243
"1553205_at",-0.0759711348994614
"1553207_at",-0.0366595707607704
"1553208_s_at",-0.407366697735521
"1553209_at",0.168480639586493
"1553211_at",0.145203728394691
"1553212_at",-0.0158760078243683
"1553213_a_at",-0.0493669290069394
"1553214_a_at",-0.00942550635266137
"1553215_s_at",0.222902556711985
"1553216_at",0.15608652795934
"1553217_s_at",0.000890435828715397
"1553218_a_at",-0.00181195246266697
"1553219_a_at",0.246823986140056
"1553220_at",0.0660147253926873
"1553221_at",-0.13184195179441
"1553222_at",0.0573107104681361
"1553224_at",0.1424718888967
"1553225_s_at",-0.226456032215003
"1553226_at",0.243292990540175
"1553227_s_at",-0.0581676712049513
"1553228_at",0.0336251209177567
"1553229_at",-0.237250047055898
"1553232_at",0.184422084140452
"1553234_at",0.405316558800959
"1553235_at",-0.144886270689869
"1553237_x_at",0.0948335477951101
"1553238_a_at",-0.0220748880665038
"1553239_at",0.309126329452855
"1553241_at",0.374024356917896
"1553243_at",0.0668718439976064
"1553244_at",0.260468506133528
"1553246_a_at",0.00795736370125244
"1553247_a_at",-0.0898817813381489
"1553248_at",-0.0687217908872473
"1553249_at",0.496106695668691
"1553252_a_at",-0.204282749680297
"1553253_at",0.208885109068683
"1553254_at",-0.035166791530906
"1553255_at",0.226399309093593
"1553257_at",-0.0442013047872551
"1553258_at",0.0854236141227087
"1553260_s_at",-0.201123144748165
"1553261_x_at",0.113447243354974
"1553262_a_at",0.0559087628695059
"1553263_at",0.0846154161467396
"1553264_a_at",-0.017598886097403
"1553265_at",-0.229773215735377
"1553266_at",0.097503944277981
"1553267_a_at",0.0188640175718415
"1553268_at",0.176383957889159
"1553269_at",0.115654549263795
"1553271_at",-0.0598950737586503
"1553272_at",0.0397228334644728
"1553274_a_at",0.0930351993267937
"1553275_s_at",-0.201976443600473
"1553276_at",0.123608094975545
"1553277_at",-0.231804786500368
"1553279_at",0.291984821246653
"1553280_at",-0.0963834477625936
"1553281_at",0.299649504446689
"1553282_at",0.21677652423681
"1553284_s_at",0.0740077538389041
"1553285_s_at",-0.196331481068368
"1553286_at",-0.428913539663883
"1553288_a_at",0.025247830883532
"1553292_s_at",0.216212798090816
"1553293_at",0.0166589707710862
"1553295_at",-0.22522049993632
"1553296_at",0.0554296061070736
"1553297_a_at",0.198054094876699
"1553298_at",-0.175608899340786
"1553299_at",-0.688885368464272
"1553300_a_at",0.00654066196508474
"1553301_a_at",0.250375954611181
"1553303_at",-0.0244511760201238
"1553304_at",0.159616139256688
"1553306_at",-0.0626844259573511
"1553310_at",-0.167742182365355
"1553311_at",0.118679495853832
"1553313_s_at",-0.0664561808928816
"1553314_a_at",-0.00949641516740174
"1553315_at",0.0343946942680979
"1553316_at",-0.00704327162071117
"1553317_s_at",-0.118540395064788
"1553318_at",-0.225675082188789
"1553319_at",0.101982376924631
"1553320_s_at",-0.103504555615653
"1553321_a_at",0.0771969224278271
"1553322_s_at",-0.142534792489067
"1553323_a_at",0.188148016178922
"1553325_at",0.00438329169323604
"1553326_at",0.0522195059725021
"1553327_a_at",-0.0490233926963892
"1553328_a_at",0.210983712181384
"1553329_at",0.106535931021854
"1553330_at",-0.0913284991037966
"1553333_at",0.253117996938843
"1553335_x_at",-0.115907740263946
"1553336_a_at",-0.00938358472217038
"1553338_at",0.000899184523597718
"1553340_s_at",0.0174823763591618
"1553341_at",0.0461947086739967
"1553344_at",-0.00866504790847467
"1553346_a_at",0.0553855140694779
"1553347_s_at",0.00180571575580979
"1553348_a_at",0.00427275645615399
"1553349_at",-0.731539419272603
"1553350_at",-0.0245344959155727
"1553351_at",-0.0722000834566723
"1553352_x_at",0
"1553354_a_at",-0.0307679538515684
"1553355_at",-0.234474548817242
"1553356_at",-0.0754722351022972
"1553357_at",-0.361985345676931
"1553359_at",0.0980114692000527
"1553361_x_at",0.0861549304467486
"1553362_at",-0.144048503343774
"1553363_at",-0.267583950726369
"1553364_at",-0.228948752524257
"1553365_at",0.137900612035887
"1553366_s_at",0.0206973607806704
"1553367_a_at",0.137636153530693
"1553369_at",0.161373409098722
"1553371_at",0.186452138459807
"1553372_at",0.337498969532688
"1553373_at",0.00521337353290763
"1553374_at",-0.0148577248037722
"1553375_at",-0.205744862300775
"1553376_a_at",-0.163600737171479
"1553378_a_at",0.031910547912771
"1553380_at",0.0270778054620529
"1553383_at",-0.124873902649138
"1553385_at",0.061711042038274
"1553386_at",0.267117721292066
"1553387_at",-0.0460250387856904
"1553388_at",-0.0446968030260806
"1553389_at",0.220662414168425
"1553390_at",-0.315671555389764
"1553391_at",0.277058173130675
"1553392_at",0.238542204245884
"1553394_a_at",0.28842302495663
"1553395_a_at",0.0233838596238054
"1553396_a_at",-0.24818460671975
"1553397_at",-0.0352198871093492
"1553398_at",-0.104184135713675
"1553399_a_at",-0.108967595993935
"1553400_a_at",-0.12784698501426
"1553401_at",-0.206859208732181
"1553402_a_at",-0.12513854228856
"1553403_at",0.100968922563998
"1553405_a_at",0.102913364402197
"1553407_at",0.0833865442937807
"1553409_at",0.0553606391959069
"1553410_a_at",0.126762735886978
"1553411_s_at",0.0122727830577496
"1553412_at",-0.207745481008021
"1553413_at",0.245537456945474
"1553415_at",-0.158311353068636
"1553417_at",-0.0466566604958589
"1553418_a_at",-0.00293764140982589
